Id,Sentiment,Instagram Comment Text,cleaned_text,normalized_text,final_text
148,negative,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",yg bego mah elu ibu mana sih yg mau ngasih contoh buruk ke anaknya pake mata lo emg ada di dugem bawa anak bego sih _ jaman udah texas dan gue jamin dijaman anaknya jga pasti udh lebih texas selagi ga ngerugiin lo yaudah sewot banget,yang bego mah elu ibu mana sih yang mau ngasih contoh buruk ke anaknya pake mata kamu emg ada di dugem bawa anak bego sih _ jaman udah texas dan gue jamin dijaman anaknya jga pasti udh lebih texas selagi tidak ngerugiin kamu yaudah sewot banget,bego mah elu ibu mana sih mau ngasih contoh buruk anak pake mata kamu emg di dugem bawa anak bego sih jaman udah texas gue jamin jam anak jga udh lebih texas tidak ngerugiin kamu yaudah sewot banget
149,negative,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",si wanita jahiliyah lesbi skrg udh py pacar lg kasian anaknya kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam udh di ksh nikmat anak org msh aja begajulan,si wanita jahiliyah lesbi skrg udh py pacar lagi kasian anaknya kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam udh di ksh nikmat anak org msh saja begajulan,si wanita jahiliyah lesbi skrg udh py pacar kasi anak kmrn ksh bencana slnya tega misahin anak dr bapak nya ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anak peluk islam udh ksh nikmat anak org msh begajulan
150,negative, <USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,gw tanya emang kador artis beneran komen lo tolol sumpah masa harus kenal dia buat nilai dia artis atau bukan hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung lo tau kan bedanya artis dg selebgra,saya tanya emang kador artis beneran komen kamu tolol sumpah masa harus kenal dia buat nilai dia artis atau bukan hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung kamu tau kan bedanya artis dg selebgra,tanya emang kador artis beneran komen kamu tolol sumpah masa kenal buat nilai artis bukan hahaha semua org indo jg tuju kalo kador bukan artis tp cuma celebgram dr kampung kamu tau kan beda artis dg selebgra
151,negative, <USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,hahahaaaa trs gue tanya lo tolol pake nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman mana ada cowok tu,hahahaaaa trs gue tanya kamu tolol pake nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman mana ada cowok tu,hahahaaaa trs gue tanya kamu tolol pake nanya kador bencong ngga padahal blm kenal wkwkwkwkw eh semua org jg nilai si kador bencong beneran dr gerak gerik melambay suara ngondek pake baju cewek nyaman mana cowok tu
152,negative," <USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",maklumin shaaay fans gatis keras itu otaknya bebel realita seperti apa jg ga bakalan dia terima seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad pdhl kan yg jadiin si mamad gede y ph n,maklumin shaaay fans gatis keras itu otaknya bebel realita seperti apa jg tidak bakalan dia terima seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad pdhl kan yang jadiin si mamad gede y ph n,maklumin shaaay fans gatis keras otak bebel realita apa jg bakal terima hal nagita artis uda dr jaman kecil eh bilang numpang tenar rapi mamad pdhl kan jadiin si mamad gede y ph n
153,negative, <USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,bee idih najong lu tag org nimbrung aja kek mujaer lo dia ga bakal terkenal klo ga bawa nama ayu ting ting sm nagita duh bego dipiara kesian,bee idih najong lu tag org nimbrung saja kek mujaer kamu dia tidak bakal terkenal klo tidak bawa nama ayu ting ting sm nagita duh bego dipiara kesian,bee idih najong lu tag org nimbrung kek mujaer kamu bakal kenal klo tidak bawa nama ayu ting ting sm nagita duh bego piara kesi
154,negative,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",langsung saja bilang siapa yg di maksud klu gini namanya munafik,langsung saja bilang siapa yang di maksud klu gini namanya munafik,langsung bilang siapa di maksud klu gin nama munafik
155,negative,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",jedar emg muka kali didepan baik dibelakang busuk mulutnya kek banci cucoklah banci tu,jedar emg muka kali didepan baik dibelakang busuk mulutnya kek banci cucoklah banci tu,jedar emg muka kali depan baik belakang busuk mulut kek banci cucoklah banci tu
156,negative,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,amit amit deh orang jahat penjilat pembohong pelakor jijik banget,amit amit deh orang jahat penjilat pembohong pelakor jijik banget,amit amit deh orang jahat jilat bohong pelakor jijik banget
157,negative,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk  <USERNAME>",wkwkwkwk ya allah ya tuhan ku knp lah org munafik ni tp sok suci mulan jamela kan ayu ting ngikuti jejak a bukan wkwkwk,wkwkwkwk ya allah ya tuhan ku knp lah org munafik ni tp sok suci mulan jamela kan ayu ting ngikuti jejak a bukan wkwkwk,wkwkwkwk allah tuhan ku knp lah org munafik ni tp sok suci mulan jamela kan ayu ting ngikuti jejak a bukan wkwkwk
158,negative,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya skrg hdp ny mkin anjlok malah bunda maya yg sring jelong kluarnegri,dlu si pelakor ini yang sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya skrg hdp ny mkin anjlok malah bunda maya yang sring jelong kluarnegri,dlu si pelakor sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya skrg hdp ny mkin anjlok malah bunda maya yang sring jelong kluarnegri
159,negative,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain,hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain,hahhahaha sungguh allah swt laknat wanita rebut zina suami sah oranglain
160,negative,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada...  <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",w lina hemmmm capekmiskin sist skrg blik kere lg jd artis jg g laku dah lah karma tu pasti ada dr pada sirik nyinyirin nyonya tuh bantuin jualan cireng nya tuh cilok nya tuh untunnya buat liburan monaco jangan bromo trus,w lina hemmmm capekmiskin sist skrg blik kere lagi jd artis jg g laku dah lah karma tu pasti ada dr pada sirik nyinyirin nyonya tuh bantuin jualan cireng nya tuh cilok nya tuh untunnya buat liburan monaco jangan bromo trus,w lina hemmmm capekmiskin sist skrg blik kere jd artis jg g laku dah lah karma tu ada dr sirik nyinyirin nyonya tuh bantuin jual cireng nya tuh cilok nya tuh untun buat libur monaco jangan bromo trus
161,negative,Kepo juga sm nyonyiah lu jongos  <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,kepo juga sm nyonyiah lu jongos emng tetehlu pas hamil peak udeh dinikahin brojol anak br di sirih emng lonteeeee kelas akun jamahliur dan junjungan hehe,kepo juga sm nyonyiah lu jongos emng tetehlu pas hamil peak udeh dinikahin brojol anak br di sirih emng lonteeeee kelas akun jamahliur dan junjungan hehe,kepo sm nyonyiah lu jongos emng tetehlu pas hamil peak udeh dinikahin brojol anak br sirih emng lonteeeee kelas akun jamahliur junjung hehe
162,negative,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ??????  <USERNAME>",eh jongos cba gue duluan yg nanya sm lu emng nyonyiah ada gembar gembor udah nikah adakah nyonyiah ngaku udeh nikah dr pada tetehlu yg lonte perek itu tiba brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng fitna keji haha lonte menolak lupa xixix,eh jongos cba gue duluan yang nanya sm lu emng nyonyiah ada gembar gembor udah nikah adakah nyonyiah ngaku udeh nikah dr pada tetehlu yang lonte perek itu tiba brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng fitna keji haha lonte menolak lupa xixix,eh jongos cba gue duluan nanya sm lu emng nyonyiah gembar gembor udah nikah ada nyonyiah ngaku udeh nikah dr tetehlu lonte perek tiba brojol ngaku nikah siri sm laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte tolak lupa xixix
163,negative," <USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",sini gua jawab currr ya bunmai sdh pernah nikah tp sekarang janda dia janda karena suami nya di rampas mulan jameela menjijikkan banget ya mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang dani suami bersama aduha udh wanita be,sini gua jawab currr ya bunmai sdh pernah nikah tp sekarang janda dia janda karena suami nya di rampas mulan jameela menjijikkan banget ya mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang dani suami bersama aduha udh wanita be,sini gua jawab currr bunmai sdh pernah nikah tp sekarang janda janda suami nya rampas mulan jameela jijik banget mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang dan suami sama aduha udh wanita be
164,negative,"@w.lina2706  <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account  <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",w lina lucu aja ya sist lonte di bela matian guoblok di pelihara di bayar berapa gt sama muljamban sampe bikin account mau maia nikah atau blm nikah apa urusan situ kelihatan nyinyirnya sirik nya sekarang balik,w lina lucu saja ya sist lonte di bela matian guoblok di pelihara di bayar berapa gt sama muljamban sampe bikin account mau maia nikah atau blm nikah apa urusan situ kelihatan nyinyirnya sirik nya sekarang balik,w lina lucu ya sist lonte bela mati guoblok pelihara bayar berapa gt sama muljamban sampe bikin account mau maia nikah blm nikah apa urus situ lihat nyinyir sirik nya sekarang balik
165,negative,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",yaela muljem kyak stu bner aja gag inget apa udh ngrusak kbhagian klwrga org bego d prtahanin y gini ini,yaela muljem kyak stu bner saja gag inget apa udh ngrusak kbhagian klwrga org bego d prtahanin y gini ini,yaela muljem kyak stu bner gag inget apa udh ngrusak kbhagian klwrga org bego d prtahanin y gin
166,negative,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,banyak lakik doyan banci jadi banci kawinin banci jijik,banyak lakik doyan banci jadi banci kawinin banci jijik,banyak lakik doyan banci jadi banci kawinin banci jijik
167,negative," <USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",itu comment yg tidak anda lihat ada brp banyak jangan jadi pengguna medsos yg bodoh jangan asal bunyi situ sehat pakai hijab masi nyinyir aja,itu comment yang tidak anda lihat ada brp banyak jangan jadi pengguna medsos yang bodoh jangan asal bunyi situ sehat pakai hijab masi nyinyir saja,comment tidak lihat brp banyak jangan jadi guna medsos bodoh jangan asal bunyi situ sehat pakai hijab mas nyinyir
168,negative," <USERNAME> malu tuh sama kerudung kamu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",malu tuh sama kerudung kamu sayang sama ibadah nya sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah,malu tuh sama kerudung kamu sayang sama ibadah nya sholat saja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah,malu tuh sama kerudung kamu sayang sama ibadah nya sholat drpd nyinyirin org dandan udh sok suci mulut nya kaya sampah
169,negative," <USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",tolong di baca arti dr comment saya udah kerdus bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin jd udah kerdungab ga sesuai mulut besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu,tolong di baca arti dr comment saya udah kerdus bodoh lagi bilangin org tua nya besok kalo masak jangan pakai mecin jd udah kerdungab tidak sesuai mulut besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu,di baca arti dr comment udah kerdus bodoh bilangin org tua nya besok kalo masak jangan pakai mecin jd udah kerdungab sesuai mulut besok makan salmon kalo g mampu besok aku tak deliv rumah
170,negative,"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",maaf mukanya jelek terus attitude nya buruk spesialis plagiat dan ketauan pula,maaf mukanya jelek terus attitude nya buruk spesialis plagiat dan ketauan pula,maaf muka jelek terus attitude nya buruk spesialis plagiat tau
171,negative,"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",ini orang otaknya ga pernah di sekolahin ya itu resiko ketika udah upload sesuatu di sosmed ya pasti bakal dapet perbincangan dari netizen public figure kok ga ada otaknya,ini orang otaknya tidak pernah di sekolahin ya itu resiko ketika udah upload sesuatu di sosmed ya pasti bakal dapet perbincangan dari netizen public figure kok tidak ada otaknya,orang otak pernah sekolahin itu resiko udah upload di sosmed pasti bakal dapet bincang netizen public figure kok ada otak
172,negative,Artis kampungan wkwk,artis kampungan wkwk,artis kampungan wkwk,artis kampung wkwk
173,negative,"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",iyaaa gue pernah pacaran udah nikah malah tapi gak senorak eloo gak risih emang jgn asal aplod perhatiin followers lu yg lumayan banyak itu tar kebawa norak,iyaaa gue pernah pacaran udah nikah malah tapi tidak senorak eloo tidak risih emang jgn asal aplod perhatiin followers lu yang lumayan banyak itu tar kebawa norak,iyaaa gue pernah pacar udah nikah malah norak eloo tidak risih emang jgn asal aplod perhatiin followers lu lumayan banyak tar bawa norak
174,negative,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,y ampun pnyanyi dangdut kurang tenar songong bangt bacotnya pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,y ampun pnyanyi dangdut kurang tenar songong bangt bacotnya pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,y ampun pnyanyi dangdut kurang tenar songong bangt bacot pngn nyari sensasi kmpungan bangt deh amit amit bool ko d instastory
175,negative,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,waaaaoooo sopan sekali bahasami menunjukkan kelasmu heeeehh yg repot ama hidup lu siapahh elu live nampilin hal gak penting yg nggilanikk menjijikkan diliat org banyak ya pantes lah dikomen klo gak mw dikomen videoin pribadi aja nonton sendiri lu ama kluarga lu di rmh nambah lagi niy ertong yg gak pny attutude kampungan,waaaaoooo sopan sekali bahasami menunjukkan kelasmu heeeehh yang repot ama hidup lu siapahh elu live nampilin hal tidak penting yang nggilanikk menjijikkan diliat org banyak ya pantes lah dikomen klo tidak mw dikomen videoin pribadi saja nonton sendiri lu ama kluarga lu di rmh nambah lagi niy ertong yang tidak pny attutude kampungan,waaaaoooo sopan sekali bahasami tunjuk kelas heeeehh repot ama hidup lu siapahh elu live nampilin penting nggilanikk jijik liat org banyak pantes lah dikomen klo tidak mw dikomen videoin pribadi nonton sendiri lu ama kluarga lu rmh nambah niy ertong tidak pny attutude kampung
